Word,Length,Freq_HAL,SUBTLWF,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Mean_Accuracy,X,Item,Frequency,Pronunciation,Letters,Degree,Clustering Coefficient,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Mean Shortest Path
horn,4,9173,21.08,"h""Orn",4,1,{horn},"{h""Orn}",1,NN,553.29,1,,horn,21.08,HH AO R N,4,2,1.0,0.0,0.01275541198391531,-6.3074256844302384e-18,
hose,4,3874,8.06,"h""oz",3,1,{hose},"{h""oz}",1,NN,634.97,0.97,,hose,8.06,HH OW Z,4,9,0.3611111111111111,2.6674094736726628e-05,0.014059255167581023,-2.1860063382616694e-18,
host,4,35396,15.02,"h""ost",4,1,{host},"{h""ost}",1,NN|VB,570.58,1,,host,15.02,HH OW S T,4,5,0.3,2.9744292258631533e-05,0.014369288789512354,-2.521042471682832e-17,
howl,4,3225,2.06,"h""aUl",3,1,{howl},"{h""aUl}",1,NN|VB,626.85,0.97,,howl,2.06,HH AW L,4,3,1.0,0.0,0.010918268867515388,3.1422752798201316e-18,
huge,4,38161,48.37,"hj""udZ",4,1,{huge},"{hj""udZ}",1,JJ|NN,618.26,1,,huge,48.37,HH Y UW JH,4,0,0.0,0.0,0.0,-2.726821938165186e-19,
hulk,4,4506,4.08,"h""Vlk",4,1,{hulk},"{h""Vlk}",1,NN|VB,718.55,0.94,,hulk,4.08,HH AH L K,4,4,0.16666666666666666,6.497179729869571e-06,0.012519039722052322,-1.087864260609432e-17,
hull,4,5090,4.22,"h""Vl",3,1,{hull},"{h""Vl}",1,NN|VB,708.7,0.94,,hull,4.22,HH AH L,4,12,0.36363636363636365,2.8377213719746093e-05,0.013889226382485562,-3.352695555605882e-17,
heat,4,28372,40.08,"h""it",3,1,{heat},"{h""it}",1,NN|VB,564.71,1,,heat,40.08,HH IY T,4,11,0.38181818181818183,4.517197621457722e-05,0.014371536449263566,8.258073970092304e-19,
heck,4,12963,18.14,"h""Ek",3,1,{heck},"{h""Ek}",1,NN,714.03,0.97,,heck,18.14,HH EH K,4,6,0.4,5.522318472821786e-06,0.013200751798870976,-2.2880616580169512e-17,
heed,4,1057,1.8,"h""id",3,1,{heed},"{h""id}",1,VB|NN,659.2,0.76,,heed,1.8,HH IY D,4,8,0.39285714285714285,2.7156601845981047e-05,0.01353723773687078,-2.9011584239310776e-18,
heehaw,6,3,0.02,"hi%hO,4,2,NULL,NULL,NULL,minor,900.27,0.63,,heehaw
heel,4,4377,7.39,hil",3,1,{heel},"{h""il}",1,NN,582.9,0.97,,heel,7.39,HH IY L,4,7,0.3333333333333333,1.856623426860465e-05,0.013350367991883461,-2.581726030804816e-18,
hell,4,62006,470.82,"h""El",3,1,{hell},"{h""El}",1,NN|minor,606.15,1,,hell,470.82,HH EH L,4,15,0.3142857142857143,6.762618542123593e-05,0.014482539804562104,-2.091181871844808e-17,
helm,4,4959,5.35,"h""Elm",4,1,{helm},"{h""Elm}",1,NN,626.71,0.6,,helm,5.35,HH EH L M,4,2,1.0,0.0,0.012108227796539533,-4.411603120124719e-18,
help,4,335483,921.12,"h""Elp",4,1,{help},"{h""Elp}",1,VB|NN,601.97,0.94,,help,921.12,HH EH L P,4,5,0.2,8.811342158416653e-06,0.012764272370122533,-2.2191292090237016e-19,
herd,4,2303,7.06,"h""3`d",3,1,{herd},"{h""3`d}",1,NN|VB,608.45,0.97,,herd,7.06,HH AH R D,4,6,0.26666666666666666,7.422519653109855e-05,0.01414148568880129,-1.3634582808085237e-17,
here,4,477382,4525.25,"h""Ir",3,1,{here},"{h""Ir}",1,RB|NN,596.41,0.91,,here,4525.25,HH IH R,4,6,0.26666666666666666,3.736135044238352e-05,0.01400354100291754,-2.6057835043040155e-17,
hernia,6,253,1.78,"h3`ni@,5,3,NULL,NULL,NULL,NN,754.6,0.78,,hernia
hero,4,15998,49.84,hI.ro",4,2,{hero},"{h""I.ro}",1,NN,609.28,0.97,,hero,49.84,HH IH R OW,4,4,0.5,8.101349353383437e-06,0.012520745778160532,9.778454615866097e-20,
hick,4,431,2.0,"h""Ik",3,1,{hick},"{h""Ik}",1,NN,713.93,0.88,,hick,2.0,HH IH K,4,11,0.5636363636363636,7.010408226029986e-06,0.01337174101588444,-8.02245213594463e-17,
hide,4,14077,69.69,"h""aId",3,1,{hide},"{h""aId}",1,VB|NN,555.97,0.97,,hide,69.69,HH AY D,4,10,0.5333333333333333,2.8889314467613843e-06,0.0129733454561059,-7.966083352977688e-17,
high,4,185510,195.0,"h""aI",2,1,{high},"{h""aI}",1,JJ|RB|NN,505.32,0.97,,high,195.0,HH AY,4,1,0.0,0.0,7.512160309501004e-05,1.2985036429629227e-18,
hike,4,2398,6.53,"h""aIk",3,1,{hike},"{h""aIk}",1,VB|NN,651.22,0.97,,hike,6.53,HH AY K,4,6,0.4,1.9639910210332707e-06,0.012862555301713844,-3.6465613605830097e-17,
hill,4,31346,37.55,"h""Il",3,1,{hill},"{h""Il}",1,NN,573.85,0.97,,hill,37.55,HH IH L,4,13,0.5,1.8547853174984126e-05,0.01426443603790436,-5.384056389943366e-17,
hilt,4,710,0.55,"h""Ilt",4,1,{hilt},"{h""Ilt}",1,NN,673.86,0.64,,hilt,0.55,HH IH L T,4,9,0.4166666666666667,1.3094247778692565e-05,0.013702793813593139,7.131268588492892e-19,
hind,4,12917,2.45,"h""aInd",4,1,{hind},"{h""aInd}",1,JJ|NN,669.21,0.8,,hind,2.45,HH AY N D,4,8,0.5357142857142857,5.017578591875803e-06,0.013593317431593727,-1.910452216687254e-17,
hint,4,10531,9.2,"h""Int",4,1,{hint},"{h""Int}",1,NN|VB,562.15,0.97,,hint,9.2,HH IH N T,4,7,0.2857142857142857,1.0519751189952903e-05,0.013876639861069625,-1.6851968549709787e-17,
hire,4,11829,25.53,"h""aIr",3,1,{hire},"{h""aIr}",1,VB|NN,637.23,0.94,,hire,25.53,HH AY R,4,10,0.3111111111111111,2.443419739634253e-05,0.01422908975068019,-8.12936572091544e-17,
hiss,4,1134,0.92,"h""Is",3,1,{hiss},"{h""Is}",1,VB|NN,686.66,0.94,,hiss,0.92,HH IH S,4,3,1.0,0.0,0.010709550357867116,-6.7005005009720666e-18,
hand,4,124848,279.65,"h""and",4,1,{hand},"{h""and}",1,NN|VB,598.39,1,,hand,279.65,HH AE N D,4,7,0.2857142857142857,8.262521984445634e-06,0.013899732605165202,-1.6490385044822922e-17,
hang,4,17803,147.75,"h""aN",3,1,{hang},"{h""aN}",1,VB|NN,602.58,0.97,,hang,147.75,HH AE NG,4,8,0.75,1.7158468157901996e-06,0.012541254780254162,-3.8114275827947785e-18,
hard,4,176370,307.84,"h""Ard",4,1,{hard},"{h""Ard}",1,JJ|RB,582.19,1,,hard,307.84,HH AA R D,4,11,0.2909090909090909,4.820828062774001e-05,0.014915135149373699,-5.706166972490901e-17,
hare,4,1946,3.82,"h""Er",3,1,{hare},"{h""Er}",1,NN,712.31,0.79,,hare,3.82,HH AE R,4,17,0.27941176470588236,5.532599353939948e-05,0.015183809704204592,-2.2560432684732983e-16,
hark,4,651,1.69,"h""Ark",4,1,{hark},"{h""Ark}",1,VB|NN,750.95,0.69,,hark,1.69,HH AA R K,4,11,0.3090909090909091,2.050828941583097e-05,0.014382785303716655,-6.438722732341853e-17,
harm,4,12379,31.78,"h""Arm",4,1,{harm},"{h""Arm}",1,NN|VB,593.27,0.94,,harm,31.78,HH AA R M,4,6,0.4666666666666667,3.0805696175857644e-06,0.013870355150987619,-4.1543786607530604e-17,
harp,4,1667,2.63,"h""Arp",4,1,{harp},"{h""Arp}",1,NN|VB,631.06,1,,harp,2.63,HH AA R P,4,7,0.3333333333333333,1.7688997909910732e-05,0.014176397549782747,-4.885120581836133e-17,
hash,4,3628,3.53,"h""aS",3,1,{hash},"{h""aS}",1,NN|VB,686.33,0.97,,hash,3.53,HH AE SH,4,10,0.6222222222222222,5.9794872860325014e-06,0.012311032094351063,-2.329734100338364e-16,
hate,4,44130,214.59,"h""et",3,1,{hate},"{h""et}",1,VB|NN,524.32,0.97,,hate,214.59,HH EY T,4,10,0.5333333333333333,3.96708473360659e-06,0.01352329003828996,-1.0516459548569983e-16,
haul,4,1934,7.08,"h""Ol",3,1,{haul},"{h""Ol}",1,NN|VB,707.35,0.97,,haul,7.08,HH AO L,4,3,0.3333333333333333,3.0578064494596495e-07,0.01233582606339178,4.75837300589415e-18,
have,4,3003873,6161.41,"h""av",3,1,{have},"{h""av}",1,VB|NN,592.88,0.94,,have,6161.41,HH AE V,4,10,0.4,7.0816774353174975e-06,0.013507384963266979,-1.1721375497878314e-16,
hawk,4,3597,12.75,"h""Ok",3,1,{hawk},"{h""Ok}",1,NN|VB,577.24,0.97,,hawk,12.75,HH AO K,4,2,1.0,0.0,0.012441060598529721,-1.2683736586315742e-17,
haze,4,937,1.51,"h""ez",3,1,{haze},"{h""ez}",1,NN,569,0.97,,haze,1.51,HH EY Z,4,10,0.4,9.573666163159316e-06,0.013275138349969944,-8.19726585659158e-17,
hazy,4,735,0.8,"h""ez.i",4,2,{haze}>y>,"{h""ez}.>i>",2,JJ,640.37,0.91,,hazy,0.8,HH EY Z IY,4,2,0.0,2.51958598066517e-07,0.01130796707940209,-4.211384015286237e-18,
head,4,109089,371.51,"h""Ed",3,1,{head},"{h""Ed}",1,NN|VB,523.88,1,,head,371.51,HH EH D,4,10,0.28888888888888886,6.564938026234332e-05,0.014398563316116907,-1.303124679587826e-17,
heal,4,4319,11.33,"h""il",3,1,{heal},"{h""il}",1,VB,639.45,0.94,,heal,11.33,HH IY L,4,13,0.358974358974359,3.960905101625587e-05,0.014169838451595002,-5.808917871394531e-17,
heap,4,4315,4.88,"h""ip",3,1,{heap},"{h""ip}",1,NN|VB,649.16,0.94,,heap,4.88,HH IY P,4,7,0.3333333333333333,1.0481920291828846e-05,0.013302046115555521,-1.9029327475125122e-17,
hear,4,90309,555.35,"h""Ir",3,1,{hear},"{h""Ir}",1,VB|NN,581.06,0.91,,hear,555.35,HH IH R,4,16,0.5083333333333333,3.903092924011696e-05,0.01378709971790846,-5.2368872778468504e-17,
grin,4,8803,2.71,"gr""In",4,1,{grin},"{gr""In}",1,NN|VB,656.3,0.97,,grin,2.71,G R IH N,4,4,0.5,1.3024182412089444e-05,0.010448906234520867,-4.010030112769758e-18,
grip,4,7900,9.69,"gr""Ip",4,1,{grip},"{gr""Ip}",1,NN|VB,662.33,1,,grip,9.69,G R IH P,4,5,0.4,1.1958835309808435e-05,0.01042756015436863,-2.3553491603564324e-18,
grit,4,1077,0.94,"gr""It",4,1,{grit},"{gr""It}",1,NN|VB,740.45,0.91,,grit,0.94,G R IH T,4,5,0.3,4.0661036107095486e-05,0.01133307419762452,-4.712473192623204e-18,
grow,4,24803,59.49,"gr""o",3,1,{grow},"{gr""o}",1,VB|NN,586.79,1,,grow,59.49,G R OW,4,4,0.5,7.734435289860288e-07,0.010078678424763272,-2.3339105747669395e-18,
grub,4,184,2.73,"gr""Vb",4,1,{grub},"{gr""Vb}",1,NN,706.83,0.88,,grub,2.73,G R AH B,4,1,0.0,0.0,0.009437825631242115,-8.578083951169409e-19,
gulf,4,6445,4.73,"g""Vlf",4,1,{gulf},"{g""Vlf}",1,NN,723.25,0.9,,gulf,4.73,G AH L F,4,3,0.3333333333333333,8.599259790096394e-06,0.011936758804747562,-4.220237775436867e-18,
gull,4,281,1.1,"g""Vl",3,1,{gull},"{g""Vl}",1,NN|VB,696.83,0.88,,gull,1.1,G AH L,4,10,0.4888888888888889,1.7515868900631354e-05,0.013229263141849098,-1.468976863154704e-17,
gulp,4,679,0.98,"g""Vlp",4,1,{gulp},"{g""Vlp}",1,NN|VB,675.66,0.91,,gulp,0.98,G AH L P,4,3,0.3333333333333333,2.4594279749298577e-06,0.011488962425927472,-1.9031456174766784e-18,
gunk,4,423,0.47,"g""VNk",4,1,{gunk},"{g""VNk}",1,NN,796.5,0.24,,gunk,0.47,G AH NG K,4,5,1.0,0.0,0.01195073263789568,-6.5461659654615275e-18,
guru,4,7060,1.53,"g""U.ru",4,2,{guru},"{g""U.ru}",1,NN,900.59,0.67,,guru,1.53,G UW R UW,4,0,0.0,0.0,0.0,2.4614577369239238e-20,
gush,4,443,0.71,"g""VS",3,1,{gush},"{g""VS}",1,VB|NN,755.5,0.82,,gush,0.71,G AH SH,4,8,0.39285714285714285,6.45247180161944e-06,0.011933657945206129,-5.869731722068549e-17,
gust,4,298,0.47,"g""Vst",4,1,{gust},"{g""Vst}",1,NN,704.21,0.83,,gust,0.47,G AH S T,4,9,0.5833333333333334,1.0267739912774373e-05,0.013282815168446144,-1.1249917944782055e-17,
gyro,4,460,0.31,"dZ""aI.ro",4,2,{gyro},"{dZ""aI.ro}",1,NN,719.85,0.82,,gyro,0.31,JH AY R OW,4,0,0.0,0.0,0.0,2.8146044417193956e-19,
hack,4,9825,8.55,"h""ak",3,1,{hack},"{h""ak}",1,NN|VB,671.48,0.89,,hack,8.55,HH AE K,4,11,0.34545454545454546,1.9450661426080473e-05,0.013984358070036833,-4.9285496940467067e-17,
hail,4,3226,12.02,"h""el",3,1,{hail},"{h""el}",1,NN|VB,652.69,0.97,,hail,12.02,HH EY L,4,13,0.5897435897435898,1.9041469472697936e-05,0.013060018837262544,5.625626118148223e-17,
hair,4,42603,153.55,"h""Er",3,1,{hair},"{h""Er}",1,NN,530.85,1,,hair,153.55,HH AE R,4,5,0.3,1.5345787171767103e-05,0.011882725364736418,8.669806316037354e-18,
half,4,71926,199.14,"h""af",3,1,{half},"{h""af}",1,NN|minor|VB,548.41,0.97,,half,199.14,HH AE F,4,4,0.5,7.51429115000408e-07,0.012379039682045538,3.417136091294302e-18,
hall,4,33443,51.94,"h""Ol",3,1,{hall},"{h""Ol}",1,NN,597.91,1,,hall,51.94,HH AO L,4,16,0.2916666666666667,4.938326749971583e-05,0.01446885551498299,-2.4214673648174217e-18,
halo,4,935,1.61,"h""e.lo",4,2,{halo},"{h""e.lo}",1,NN,747.19,0.91,,halo,1.61,HH EY L OW,4,3,1.0,0.0,0.01237570481144154,2.672591883665218e-18,
halt,4,4028,11.27,"h""Olt",4,1,{halt},"{h""Olt}",1,NN|VB,601.59,0.94,,halt,11.27,HH AO L T,4,6,0.26666666666666666,1.0733854619531773e-05,0.013651891904924515,-7.682354531630378e-18,
goad,4,188,0.14,"g""od",3,1,{goad},"{g""od}",1,NN|VB,842.9,0.31,,goad,0.14,G OW D,4,9,0.16666666666666666,0.0001009073217848712,0.01376231763333463,-5.211684443258379e-18,
goal,4,26030,16.75,"g""ol",3,1,{goal},"{g""ol}",1,NN,544.28,0.97,,goal,16.75,G OW L,4,4,0.3333333333333333,9.452352827298157e-06,0.012524159285733642,-3.250481325244715e-18,
goat,4,2562,10.53,"g""ot",3,1,{goat},"{g""ot}",1,NN,628,0.97,,goat,10.53,G OW T,4,5,0.2,2.1836800674542525e-05,0.013284735760575764,-8.468875777859782e-18,
gold,4,53067,78.94,"g""old",4,1,{gold},"{g""old}",1,NN|JJ,563.3,1,,gold,78.94,G OW L D,4,9,0.3055555555555556,7.101958358381335e-05,0.014215880012400123,-1.4065916457778676e-17,
golf,4,10448,25.53,"g""Alf",4,1,{golf},"{g""Alf}",1,NN,531.88,1,,golf,25.53,G AH L F,4,4,0.0,1.7586482189616402e-05,0.01237570481144154,-5.088056834853077e-18,
good,4,628816,2610.14,"g""Ud",3,1,{good},"{g""Ud}",1,JJ|NN|RB,632.61,0.91,,good,2610.14,G UH D,4,7,0.3333333333333333,1.5080853104050128e-05,0.013517321247630129,-1.778354309472208e-17,
goof,4,716,2.22,"g""uf",3,1,{goof},"{g""uf}",1,NN|VB,692.45,0.94,,goof,2.22,G UW F,4,4,0.16666666666666666,5.454851580531422e-06,0.012057379595819158,-1.1555484802624993e-17,
gosh,4,3146,29.9,"g""AS",3,1,{gosh},"{g""AS}",1,minor,767.83,0.71,,gosh,29.9,G AA SH,4,2,1.0,0.0,0.01083202458384131,-3.068668154842261e-17,
gout,4,283,1.39,"g""aUt",3,1,{gout},"{g""aUt}",1,NN,740.83,0.55,,gout,1.39,G AW T,4,4,0.16666666666666666,6.989428576076262e-05,0.012920437704984107,-4.3905599627066475e-18,
gown,4,1301,6.55,"g""aUn",3,1,{gown},"{g""aUn}",1,NN,750.79,1,,gown,6.55,G AW N,4,2,1.0,0.0,0.00909945850452035,2.0229039046563118e-18,
grab,4,10230,70.86,"gr""ab",4,1,{grab},"{gr""ab}",1,VB|NN,601.41,0.97,,grab,70.86,G R AE B,4,6,0.26666666666666666,1.676044286378971e-05,0.01086147683179359,-1.094383802949506e-19,
grad,4,6390,2.9,"gr""ad",4,1,{grad},"{gr""ad}",1,NN,753.34,0.88,,grad,2.9,G R AE D,4,6,0.26666666666666666,6.490712514140865e-05,0.012276487509372259,7.181505394638012e-19,
gram,4,1638,2.59,"gr""am",4,1,{gram},"{gr""am}",1,NN,657.59,0.91,,gram,2.59,G R AE M,4,7,0.2857142857142857,3.503122985814031e-05,0.011124498428398352,-4.970071431923509e-18,
gray,4,12665,21.12,"gr""e",3,1,{gray},"{gr""e}",1,JJ|NN|VB,567.68,1,,gray,21.12,G R EY,4,7,0.42857142857142855,1.1187015599152173e-05,0.010909194077433149,1.6662418593781474e-18,
grim,4,1846,4.78,"gr""Im",4,1,{grim},"{gr""Im}",1,JJ,671.58,0.97,,grim,4.78,G R IH M,4,7,0.2857142857142857,3.9818179639424034e-05,0.010643794314196245,1.817386181487033e-18,
gaze,4,2488,2.53,"g""ez",3,1,{gaze},"{g""ez}",1,NN|VB,650,0.97,,gaze,2.53,G EY Z,4,10,0.4666666666666667,2.2186511833234333e-06,0.012803404754757802,-7.150070081695408e-17,
gear,4,15326,16.0,"g""Ir",3,1,{gear},"{g""Ir}",1,NN|VB,597.26,1,,gear,16.0,G IH R,4,12,0.8333333333333334,8.101349353383437e-06,0.013000881918797507,-3.945523500579303e-17,
gene,4,25570,14.57,"dZ""in",3,1,{gene},"{dZ""in}",1,NN,643.39,0.94,,gene,14.57,JH IY N,4,0,0.0,0.0,0.0,1.1431076906766551e-18,
germ,4,645,1.25,"dZ""3`m",3,1,{germ},"{dZ""3`m}",1,NN,662.17,1,,germ,1.25,JH AH R M,4,1,0.0,0.0,0.009736883480303306,-5.711472242060392e-19,
gibe,4,27,0.04,"dZ""aIb",3,1,{gibe},"{dZ""aIb}",1,NN,881.25,0.12,,gibe,0.04,JH AY B,4,3,0.3333333333333333,6.349019869422756e-09,0.010949497380543675,-8.440226246754741e-18,
gift,4,11722,64.51,"g""Ift",4,1,{gift},"{g""Ift}",1,NN,640.82,1,,gift,64.51,G IH F T,4,5,0.4,3.7773710888320457e-06,0.01286075483204675,3.285633949129477e-18,
gild,4,77,0.08,"g""Ild",4,1,{gild},"{g""Ild}",1,VB,852.28,0.53,,gild,0.08,G IH L D,4,5,0.1,2.7241857728536744e-05,0.01359532887246848,-8.071983323992881e-18,
gilt,4,374,0.18,"g""Ilt",4,1,{gilt},"{g""Ilt}",1,JJ,650.94,0.48,,gilt,0.18,G IH L T,4,9,0.4444444444444444,1.5371817726931428e-05,0.013559213772157908,-4.812042744523189e-18,
gird,4,146,0.14,"g""3`d",3,1,{gird},"{g""3`d}",1,VB,754.58,0.36,,gird,0.14,G AH R D,4,3,0.0,9.037347987801001e-06,0.012169169870217482,1.7271438403137104e-20,
girl,4,40340,557.12,"g""3`l",3,1,{girl},"{g""3`l}",1,NN,555.78,0.97,,girl,557.12,G AH R L,4,1,0.0,0.0,0.010409838264235438,-7.150240822950593e-19,
gist,4,1041,1.1,"dZ""Ist",4,1,{gist},"{dZ""Ist}",1,NN,859.45,0.65,,gist,1.1,JH IH S T,4,6,0.26666666666666666,1.0707779759387733e-05,0.013483597376011444,-9.301993360178136e-18,
give,4,230878,1167.82,"g""Iv",3,1,{give},"{g""Iv}",1,VB,610.25,0.94,,give,1167.82,G IH V,4,8,0.75,3.7193201384532817e-06,0.01228962446764874,-5.376186687992086e-17,
glad,4,25586,171.37,"gl""ad",4,1,{glad},"{gl""ad}",1,JJ,682.57,0.97,,glad,171.37,G L AE D,4,3,0.3333333333333333,1.8588608944342578e-05,0.01211621159437452,-1.458928597722638e-18,
glee,4,633,1.14,"gl""i",3,1,{glee},"{gl""i}",1,NN,684.29,0.91,,glee,1.14,G L IY,4,3,0.0,1.4037778685961551e-05,0.009091354890178309,-4.240875013253623e-19,
glen,4,6171,7.18,"gl""En",4,1,{glen},"{gl""En}",1,NN,773,0.63,,glen,7.18,G L EH N,4,1,0.0,0.0,0.00807215186435969,1.2784522574947685e-18,
glib,4,343,0.8,"gl""Ib",4,1,{glib},"{gl""Ib}",1,JJ,703.86,0.45,,glib,0.8,G L IH B,4,0,0.0,0.0,0.0,3.920150354565483e-19,
glow,4,2584,5.75,"gl""o",3,1,{glow},"{gl""o}",1,NN|VB,595.55,0.97,,glow,5.75,G L OW,4,5,0.6,2.3299646730009264e-06,0.01044059460456159,-1.459146918642923e-18,
glue,4,5283,5.88,"gl""u",3,1,{glue},"{gl""u}",1,NN|VB,562.79,0.97,,glue,5.88,G L UW,4,5,0.2,4.8469329133173745e-05,0.010121982209996914,5.060733036044807e-19,
glum,4,69,1.02,"gl""Vm",4,1,{glum},"{gl""Vm}",1,JJ,727.96,0.74,,glum,1.02,G L AH M,4,5,0.4,2.7170299958965146e-05,0.010538797031445514,5.859555759441235e-19,
glut,4,623,0.14,"gl""Vt",4,1,{glut},"{gl""Vt}",1,NN|VB,899.23,0.63,,glut,0.14,G L AH T,4,3,0.3333333333333333,6.140904460499325e-05,0.01130518426481383,1.3464014603874407e-19,
gnaw,4,157,0.37,"n""O",2,1,{gnaw},"{n""O}",1,VB,744.57,0.82,,gnaw,0.37,N AO,4,0,0.0,0.0,0.0,1.917357857322112e-19,
frog,4,3126,11.82,"fr""Ag",4,1,{frog},"{fr""Ag}",1,NN,607.63,0.97,,frog,11.82,F R AO G,4,2,0.0,8.101349353383437e-06,0.0090084549975627,-2.02596119823161e-19,
from,4,1894943,2039.06,"fr""Vm",4,1,{from},"{fr""Vm}",1,minor,607.85,1,,from,2039.06,F R AH M,4,1,0.0,0.0,0.008006730502844618,2.078139225723587e-18,
fuel,4,16552,17.18,"fj""u@l",5,1,{fuel},"{fj""u@l}",1,NN|VB,581.9,1,,fuel,17.18,F Y UW L,4,4,0.16666666666666666,9.165746924012948e-06,0.012549820040997403,-6.297401050737577e-18,
full,4,155605,166.9,"f""Ul",3,1,{full},"{f""Ul}",1,JJ|RB,597.63,0.94,,full,166.9,F UH L,4,12,0.3787878787878788,2.2374995375763543e-05,0.01387873603023293,-3.146538215075043e-17,
fume,4,222,0.24,"fj""um",4,1,{fume},"{fj""um}",1,NN|VB,798.34,0.88,,fume,0.24,F Y UW M,4,2,0.0,2.8851125575859387e-06,0.011792739381355666,-1.246883168850431e-17,
fund,4,17735,10.61,"f""Vnd",4,1,{fund},"{f""Vnd}",1,NN|VB,667.94,0.94,,fund,10.61,F AH N D,4,2,1.0,0.0,0.012452864261336674,-8.871386117945083e-18,
furl,4,4,0.12,"f""3`l",3,1,{furl},"{f""3`l}",1,NN|VB,692.78,0.27,,furl,0.12,F AH R L,4,7,0.3333333333333333,1.3079742540600001e-05,0.012895050178265543,-8.20116602012707e-18,
fury,4,3864,3.82,"fj""U.ri",5,2,{fury},"{fj""U.ri}",1,NN,685.06,0.97,,fury,3.82,F Y UH R IY,4,3,0.3333333333333333,1.2522006888117631e-06,0.011519211700118102,-2.0389463626562704e-18,
fuse,4,2292,4.86,"fj""uz",4,1,{fuse},"{fj""uz}",1,NN|JJ,710.73,0.88,,fuse,4.86,F Y UW Z,4,4,0.16666666666666666,6.005379244691878e-06,0.012167558273095217,-4.54609529343138e-18,
fuss,4,1986,7.14,"f""Vs",3,1,{fuss},"{f""Vs}",1,NN|VB,665.77,0.97,,fuss,7.14,F AH S,4,2,0.0,8.217412251043567e-07,0.011417575807150738,-1.371533291186775e-19,
fuzz,4,726,1.86,"f""Vz",3,1,{fuzz},"{f""Vz}",1,NN,663.97,0.97,,fuzz,1.86,F AH Z,4,1,0.0,0.0,5.6341202321257534e-05,-1.4129037718922921e-18,
gain,4,23905,13.73,"g""en",3,1,{gain},"{g""en}",1,VB|NN,593.97,0.97,,gain,13.73,G EY N,4,6,0.4,2.127726198564866e-05,0.011356889063058342,4.016030708862507e-18,
gait,4,655,0.31,"g""et",3,1,{gait},"{g""et}",1,NN,751.17,0.56,,gait,0.31,G EY T,4,4,0.16666666666666666,3.243285334106648e-05,0.012515629004242199,-1.0863846468348323e-18,
gala,4,769,1.76,"g""e.l@",4,2,{gala},"{g""e.l@}",1,JJ|NN,787,0.61,,gala,1.76,G EY L AH,4,2,1.0,0.0,0.012461309171319948,-5.94133248494257e-18,
gale,4,924,4.9,"g""el",3,1,{gale},"{g""el}",1,NN,711.62,0.64,,gale,4.9,G EY L,4,13,0.358974358974359,2.1220792378665815e-05,0.01409160007977638,-8.576039667096414e-17,
gall,4,1258,1.98,"g""Ol",3,1,{gall},"{g""Ol}",1,NN|VB,758.75,0.61,,gall,1.98,G AO L,4,11,0.5272727272727272,1.8792131825607334e-05,0.014076487286677186,-1.716412916384203e-17,
game,4,197271,233.84,"g""em",3,1,{game},"{g""em}",1,NN|VB,579.3,0.97,,game,233.84,G EY M,4,10,0.4666666666666667,3.616868599138002e-06,0.013071166954067718,-6.414058965054112e-17,
gang,4,7821,30.14,"g""aN",3,1,{gang},"{g""aN}",1,NN|VB,629.45,0.94,,gang,30.14,G AE NG,4,7,1.0,0.0,0.012312681924436073,4.360935267660791e-18,
gape,4,153,0.06,"g""ep",3,1,{gape},"{g""ep}",1,NN|VB,783.87,0.7,,gape,0.06,G EY P,4,7,0.42857142857142855,2.635165943228537e-06,0.012929528922057695,-5.837570510296314e-17,
garb,4,487,0.31,"g""Arb",4,1,{garb},"{g""Arb}",1,NN,764.26,0.58,,garb,0.31,G AA R B,4,1,0.0,0.0,0.011551072733233844,-1.8867962089840406e-18,
gash,4,260,0.69,"g""aS",3,1,{gash},"{g""aS}",1,NN|VB,775.86,0.8,,gash,0.69,G AE SH,4,11,0.5272727272727272,9.607883090995227e-06,0.01221284494485471,-1.9933974819740352e-16,
gasp,4,2664,1.73,"g""asp",4,1,{gasp},"{g""asp}",1,NN,645.69,0.88,,gasp,1.73,G AE S P,4,4,0.5,8.778011773376499e-07,0.011519211700118102,-4.693229263405557e-17,
gate,4,16638,32.04,"g""et",3,1,{gate},"{g""et}",1,NN|VB,603.88,0.97,,gate,32.04,G EY T,4,11,0.4909090909090909,3.340153471100166e-06,0.01326555479643979,-8.290546731686286e-17,
fork,4,11253,8.82,"f""Ork",4,1,{fork},"{f""Ork}",1,NN,650.39,1,,fork,8.82,F AO R K,4,8,0.32142857142857145,1.465263834639166e-05,0.014237909889995659,-2.5643625742539587e-17,
form,4,118268,42.75,"f""Orm",4,1,{form},"{f""Orm}",1,NN|VB,603.88,1,,form,42.75,F AO R M,4,9,0.2222222222222222,3.076915990151741e-05,0.01423129376086462,-1.5810753344543797e-17,
fort,4,8420,15.43,"f""Ort",4,1,{fort},"{f""Ort}",1,NN,789.07,0.88,,fort,15.43,F OW R T,4,7,0.3333333333333333,3.0319693935251e-05,0.01463945706184544,-3.397584152414313e-17,
foul,4,4072,14.47,"f""aUl",3,1,{foul},"{f""aUl}",1,JJ|VB,618.64,0.97,,foul,14.47,F AW L,4,6,0.4,8.913748176431595e-06,0.012322590198516897,-1.2754970651295812e-18,
