Word,Length,Freq_HAL,SUBTLWF,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Mean_Accuracy,X,Item
insists,7,3138,3.63,In.s"Ists,7,2,{in--sist}>s>,{In-.-s"Ist}>s>,3,VB,720.81,0.79,,insists
insofar,7,1090,0.25,%In.s@.f"Ar,7,3,{in}{so}{far},{%In}.{s@}.{f"Ar},3,RB,878.83,0.6,,insofar
insole,6,91,0.04,"In%sol,5,2,NULL,NULL,NULL,NN,857.8,0.78,,insole
insolence,9,101,0.88,"In.s@.l@ns,8,3,{insol--ence},{"In.s@.l--@ns},2,NN,812.24,0.85,,insolence
insolent,8,118,1.2,"In.s@.l@nt,8,3,{insol--ent},{"In.s@.l--@nt},2,JJ,718.65,0.74,,insolent
insolvent,9,155,0.06,In.s"Al.vn=t,8,3,<in<{solv--ent},<In<.{s"Al.v--n=t},3,JJ,789.68,0.81,,insolvent
insomnia,8,677,1.73,In.s"Am.ni@,8,3,{in--somn--ia},{In-.-s"Am.n--i@},3,NN,689.67,0.94,,insomnia
inspect,7,1588,2.55,In.sp"Ekt,7,2,{in--spect},{In-.-sp"Ekt},2,VB,639.09,0.97,,inspect
inspected,9,948,0.71,In.sp"Ekt.@d,9,3,{in--spect}>ed>,{In-.-sp"Ekt}.>@d>,3,VB,690.7,0.97,,inspected
inspecting,10,359,0.69,In.sp"Ekt.IN,9,3,{in--spect}>ing>,{In-.-sp"Ekt}.>IN>,3,VB,733.06,0.94,,inspecting
inspection,10,3864,5.88,In.sp"Ek.Sn=,8,3,{in--spect}>ion>,{In-.-sp"Ek.S$}>n=>,3,NN,745.17,0.94,,inspection
inspections,11,787,0.55,In.sp"Ek.Sn=z,9,3,{in--spect}>ion>>s>,{In-.-sp"Ek.S$}>n=>>z>,4,NN,835.1,0.94,,inspections
inspector,9,2731,22.04,In.sp"Ekt.@`,8,3,{in--spect}>or>,{In-.-sp"Ekt}.>@`>,3,NN,656.61,0.97,,inspector
inspire,7,1440,3.88,In.sp"aIr,6,2,{in--spire},{In-.-sp"aIr},2,VB,701.06,0.97,,inspire
inspired,8,5866,7.65,In.sp"aIrd,7,2,{in--spire}>ed>,{In-.-sp"aIr}>d>,3,VB,662.24,1,,inspired
inspires,8,472,1.14,In.sp"aIrz,7,2,{in--spire}>s>,{In-.-sp"aIr}>z>,3,VB,689.73,1,,inspires
inspiring,9,1246,2.73,In.sp"aIr.IN,8,3,{in--spire}>ing>,{In-.-sp"aIr}.>IN>,3,JJ|VB,759.39,0.94,,inspiring
install,7,49667,2.71,In.st"Ol,6,2,{in--stall},{In-.-st"Ol},2,VB,688.3,1,,install
installed,9,50303,4.51,In.st"Old,7,2,{in--stall}>ed>,{In-.-st"Ol}>d>,3,VB,666.88,0.97,,installed
installing,10,14022,1.18,In.st"Ol.IN,8,3,{in--stall}>ing>,{In-.-st"Ol}.>IN>,3,VB|NN,667.59,0.94,,installing
installment,11,918,0.49,In.st"Ol.m@nt,10,3,{in--stall}>ment>,{In-.-st"Ol}.>m@nt>,3,NN,739.82,1,,installment
installments,12,279,0.35,In.st"Ol.m@nts,11,3,{in--stall}>ment>>s>,{In-.-st"Ol}.>m@nt>>s>,4,NN,721.76,0.97,,installments
instance,8,26887,16.78,"In.st@ns,7,2,{inst--ance},{"In.st--@ns},2,NN,648.64,1,,instance
instances,9,6339,0.67,"In.st@ns.@z,9,3,{inst--ance}>s>,{"In.st--@ns}.>@z>,3,NN,708.17,0.97,,instances
instant,7,9552,10.78,"In.st@nt,7,2,{inst--ant},{"In.st--@nt},2,NN|JJ,657.69,1,,instant
instantly,9,5293,4.55,"In.st@nt.li,9,3,{inst--ant}>ly>,{"In.st--@nt}.>li>,3,RB,693.7,0.91,,instantly
instate,7,20,0.04,In.st"et,6,2,{in--state},{In-.-st"et},2,VB,896.59,0.91,,instate
instead,7,106318,79.27,In.st"Ed,6,2,{instead},{In.st"Ed},1,RB|NN,562.81,0.94,,instead
instep,6,173,0.31,"In.st%Ep,6,2,{in}{step},{"In}.{st%Ep},2,NN,732.76,0.81,,instep
instigate,9,266,0.2,"In.st@.get,8,3,{instigate},{"In.st@.get},1,VB,1039.48,0.79,,instigate
instil,6,50,0.02,In"stIl,6,2,NULL,NULL,NULL,VB,927.24,0.5,,instil
instinct,8,3300,7.65,"In.stINkt,8,2,{instinct},{"In.stINkt},1,NN,716.13,0.94,,instinct
instinctive,11,471,0.41,In.st"INkt.Iv,10,3,{instinct}>ive>,{In.st"INkt}.>Iv>,2,JJ,856.81,0.97,,instinctive
instincts,9,1423,8.39,"In.stINkts,9,2,{instinct}>s>,{"In.stINkt}>s>,2,NN,676.47,1,,instincts
instinctual,11,179,0.2,In.st"INk.tSu@l,11,3,{instinct}>ual>,{In.st"INk.tS}>u@l>,2,JJ,1018.15,0.87,,instinctual
institute,9,42802,3.25,"In.stI.tut,8,3,{in--stitute},{"In-.-stI.tut},2,NN|VB,770.15,1,,institute
institutes,10,1787,0.04,"In.stI.tuts,9,3,{in--stitute}>s>,{"In-.-stI.tut}>s>,3,NN|VB,875.21,0.91,,institutes
instruct,8,1199,1.67,In.str"Vkt,8,2,{in--struct},{In-.-str"Vkt},2,VB,698.77,0.91,,instruct
instructed,10,2691,4.67,In.str"Vkt.@d,10,3,{in--struct}>ed>,{In-.-str"Vkt}.>@d>,3,VB,869.1,1,,instructed
instructing,11,488,0.35,In.str"Vkt.IN,10,3,{in--struct}>ing>,{In-.-str"Vkt}.>IN>,3,VB,788.61,0.97,,instructing
instruction,11,14183,2.02,In.str"Vk.Sn=,9,3,{in--struct}>ion>,{In-.-str"Vk.S$}>n=>,3,NN,696.16,0.97,,instruction
instructions,12,35273,15.65,In.str"Vk.Sn=z,10,3,{in--struct}>ion>>s>,{In-.-str"Vk.S$}>n=>>z>,4,NN,765.7,1,,instructions
instructive,11,672,0.43,In.str"Vkt.Iv,10,3,{in--struct}>ive>,{In-.-str"Vkt}.>Iv>,3,JJ,783.35,0.97,,instructive
instructor,10,7586,4.71,In.str"Vkt.@`,9,3,{in--struct}>or>,{In-.-str"Vkt}.>@`>,3,NN,681.12,1,,instructor
instructors,11,2942,0.76,In.str"Vkt.@`z,10,3,{in--struct}>or>>s>,{In-.-str"Vkt}.>@`>>z>,4,NN,805,1,,instructors
instructs,9,476,0.1,In.str"Vkts,9,2,{in--struct}>s>,{In-.-str"Vkt}>s>,3,VB,873.4,0.91,,instructs
instrument,10,10141,8.1,"In.str@.m@nt,10,3,{instrument},{"In.str@.m@nt},1,NN,758.44,0.94,,instrument
instruments,11,13592,5.14,"In.str@.m@nts,11,3,{instrument}>s>,{"In.str@.m@nt}>s>,2,NN,678.06,0.94,,instruments
insular,7,229,0.06,"Ins.@.l@`,6,3,{insul--ar},{"Ins.@.l--@`},2,JJ,772.25,0.36,,insular
insulate,8,343,0.27,"Ins.@.let,7,3,{insul--ate},{"Ins.@.l--et},2,VB,689.86,0.94,,insulate
insulin,7,3621,2.1,"Ins.@.lIn,7,3,{insulin},{"Ins.@.lIn},1,NN,734.07,0.91,,insulin
insult,6,7102,12.53,"In.sVlt,6,2,{insult},{"In.sVlt},1,NN,644.76,1,,insult
insulted,8,1932,6,In.s"Vlt.@d,8,3,{insult}>ed>,{In.s"Vlt}.>@d>,2,VB,685.65,0.94,,insulted
insulting,9,4334,5.37,In.s"Vlt.IN,8,3,{insult}>ing>,{In.s"Vlt}.>IN>,2,JJ|VB,700.38,0.97,,insulting
insults,7,3933,2.98,"In.sVlts,7,2,{insult}>s>,{"In.sVlt}>s>,2,NN,674.48,1,,insults
insurance,9,26430,38.33,In.S"Ur.@ns,8,3,{in--sure}>ance>,{In-.-S"Ur}.>@ns>,3,NN,703.47,0.97,,insurance
insure,6,4590,1.06,In.S"Ur,5,2,{in--sure},{In-.-S"Ur},2,VB|NN,643,0.91,,insure
insured,7,2596,2.47,In.S"Urd,6,2,{in--sure}>ed>,{In-.-S"Ur}>d>,3,VB,759.52,1,,insured
insures,7,435,0.16,In.S"Urz,6,2,{in--sure}>s>,{In-.-S"Ur}>z>,3,VB,798.6,0.81,,insures
insurgence,10,23,0.02,In.s"3`.dZ@ns,8,3,{insurg--ence},{In.s"3`.dZ--@ns},2,NN,790.16,0.54,,insurgence
insurgent,9,103,0.24,In.s"3`.dZ@nt,8,3,{insurg--ent},{In.s"3`.dZ--@nt},2,JJ,893.85,0.67,,insurgent
insurgents,10,197,0.59,In.s"3`.dZ@nts,9,3,{insurg--ent}>s>,{In.s"3`.dZ--@nt}>s>,3,NN,955.13,0.5,,insurgents
insuring,8,519,0.14,In.S"Ur.IN,7,3,{in--sure}>ing>,{In-.-S"Ur}.>IN>,3,VB,830.46,0.8,,insuring
intended,8,32601,11.78,In.t"En4.@d,8,3,{in--tend}>ed>,{In-.-t"En4}.>@d>,3,VB,649.64,1,,intended
intending,9,1345,0.57,In.t"En4.IN,8,3,{in--tend}>ing>,{In-.-t"En4}.>IN>,3,VB,743.82,1,,intending
intends,7,2321,2.04,In.t"Endz,7,2,{in--tend}>s>,{In-.-t"End}>z>,3,VB,707.73,0.94,,intends
intense,7,8280,10.2,In.t"Ens,6,2,{intense},{In.t"Ens},1,JJ,630.12,1,,intense
intact,6,6411,6.35,In.t"akt,6,2,{intact},{In.t"akt},1,JJ,802.83,0.97,,intact
intake,6,3755,1.29,"In.t%ek,5,2,{in}{take},{"In}.{t%ek},2,NN,685.77,0.94,,intake
integer,7,9632,0.14,"In.4I.dZ@`,6,3,{integer},{"In.4I.dZ@`},1,NN,792.15,0.79,,integer
integers,8,2434,0.04,"In.4I.dZ@`z,7,3,{integer}>s>,{"In.4I.dZ@`}>z>,2,NN,799.42,0.97,,integers
integral,8,4192,0.73,"In.4@.gr@l,8,3,{integr--al},{"In.4@.gr--@l},2,NN|JJ,770.51,1,,integral
integrate,9,3802,0.78,"In.4@.gret,8,3,{integr--ate},{"In.4@.gr--et},2,VB,779.69,1,,integrate
integrates,10,864,0.06,"In.4@.grets,9,3,{integr--ate}>s>,{"In.4@.gr--et}>s>,3,VB,822.3,1,,integrates
intellect,9,2583,2.14,"In.4@.lEkt,8,3,{intellect},{"In.4@.lEkt},1,NN,758.69,0.91,,intellect
intend,6,11108,23.2,In.t"End,6,2,{in--tend},{In-.-t"End},2,VB,693.03,1,,intend
intensely,9,1442,1.39,In.t"Ens.li,8,3,{intense}>ly>,{In.t"Ens}.>li>,2,RB,689.94,0.97,,intensely
intensive,9,4488,2.2,In.t"Ens.Iv,8,3,{intense}>ive>,{In.t"Ens}.>Iv>,2,JJ,685.83,0.94,,intensive
intent,6,13020,5.61,In.t"Ent,6,2,{in--tent},{In-.-t"Ent},2,NN,718.13,0.97,,intent
intention,9,8686,10.96,In.t"En.Sn=,7,3,{in--tend}>ion>,{In-.-t"En.S$}>n=>,3,NN,784.47,0.97,,intention
intentioned,11,244,0.04,In.t"En.Sn=d,8,3,{in--tend}>ion>>ed>,{In-.-t"En.S$}>n=>>d>,4,JJ,798.14,0.94,,intentioned
intentions,10,5311,7.18,In.t"En.Sn=z,8,3,{in--tend}>ion>>s>,{In-.-t"En.S$}>n=>>z>,4,NN,717.82,1,,intentions
intently,8,637,0.2,In.t"Ent.li,8,3,{in--tent}>ly>,{In-.-t"Ent}.>li>,3,RB,752.19,0.91,,intently
inter,5,2493,0.35,"In.4@`,4,2,{inter},{"In.4@`},1,minor,865.77,0.67,,inter
interact,8,4991,1.43,%In.4@`."akt,7,3,<inter<{act},<%In.4@`<.{"akt},2,VB,729.12,1,,interact
inconstant,10,30,0.08,In.k"An.st@nt,10,3,<in<{const--ant},<In<.{k"An.st--@nt},3,JJ,908.63,0.97,,inconstant
incorrect,9,11960,2.22,%In.k@`.r"Ekt,8,3,<in<{correct},<%In<.{k@`.r"Ekt},2,JJ,685.44,1,,incorrect
increase,8,43670,8.55,"In.kris,6,2,{in--crease},{"In-.-kris},2,NN,580.39,1,,increase
increased,9,21849,4.08,In.kr"ist,7,2,{in--crease}>ed>,{In-.-kr"is}>t>,3,VB|JJ,670.59,1,,increased
increases,9,12343,1.94,"In.kris.@z,8,3,{in--crease}>s>,{"In-.-kris}.>@z>,3,NN,639.56,1,,increases
increasing,10,15136,3.18,In.kr"is.IN,8,3,{in--crease}>ing>,{In-.-kr"is}.>IN>,3,VB|NN,649.55,0.97,,increasing
increment,9,2814,0.04,"In.kr@.m@nt,9,3,{in--crement},{"In-.-kr@.m@nt},2,NN,844.9,0.85,,increment
incubate,8,93,0.1,"IN.kj@.bet,8,3,{incubate},{"IN.kj@.bet},1,VB,773.13,0.94,,incubate
incubus,7,186,0.16,"IN.kj@.b@s,8,3,{incub--us},{"IN.kj@.b--@s},2,NN,902.07,0.82,,incubus
incumbent,9,1045,0.67,IN.k"Vm.b@nt,9,3,{in--cumb--ent},{IN-.-k"Vm.b--@nt},3,JJ,949.9,0.85,,incumbent
incumbents,10,323,0.02,IN.k"Vm.b@nts,10,3,{in--cumb--ent}>s>,{IN-.-k"Vm.b--@nt}>s>,4,NN,926.65,0.87,,incumbents
incur,5,1514,0.55,IN.k"3`,4,2,{in--cur},{IN-.-k"3`},2,VB,713.71,0.62,,incur
incurred,8,1340,0.53,IN.k"3`d,5,2,{in--cur}>ed>,{IN-.-k"3`}>d>,3,VB,887.2,0.78,,incurred
incurring,9,280,0.12,IN.k"3`.IN,6,3,{in--cur}>ing>,{IN-.-k"3`}.>IN>,3,VB,876.29,0.91,,incurring
incurs,6,128,0.08,IN.k"3`z,5,2,{in--cur}>s>,{IN-.-k"3`}>z>,3,VB,792.77,0.69,,incurs
incursion,9,145,0.25,IN.k"3`.Zn=,6,3,{in--curs--ion},{IN-.-k"3`.Z--n=},3,NN,813.08,0.76,,incursion
indebted,8,458,1.16,In.d"E4.@d,7,3,<in<{debt}>ed>,<In<.{d"E4}.>@d>,3,JJ|VB,862.48,0.76,,indebted
indecent,8,5749,1.78,In.d"i.sn=t,7,3,<in<{dec--ent},<In<.{d"i.s--n=t},3,JJ,819.45,0.92,,indecent
indeed,6,43972,40.49,In.d"id,5,2,{indeed},{In.d"id},1,RB,684.03,0.97,,indeed
indent,6,761,0.12,"In.dEnt,6,2,{in--dent},{"In-.-dEnt},2,NN,853.55,0.85,,indent
indenture,9,63,0.04,In.d"En.tS@`,7,3,{in--dent}>ure>,{In-.-d"En.tS}>@`>,3,NN,848.2,0.78,,indenture
indentured,10,358,0.27,In.d"En.tS@`d,8,3,{in--dent}>ure>>ed>,{In-.-d"En.tS}>@`>>d>,4,VB,969.76,0.78,,indentured
index,5,32443,2.08,"In.dEks,6,2,{index},{"In.dEks},1,NN|VB,594.58,0.97,,index
indexes,7,3616,0.08,"In.dEks.@z,8,3,{index}>s>,{"In.dEks}.>@z>,2,NN|VB,778.24,0.85,,indexes
indexing,8,1666,0.1,"In.dEks.IN,8,3,{index}>ing>,{"In.dEks}.>IN>,2,NN|VB,848.79,0.85,,indexing
India,5,28393,1.41,"In.4i@,5,2,{india},{"In.4i@},1,NN,563.52,0.97,,india
Indian,6,22576,3.43,"In.4i@n,6,2,{india}>n>,{"In.4i@}>n>,2,NN|JJ,604.3,0.97,,indian
Indians,7,7648,2.86,"In.4i@nz,7,2,{india}>n>>s>,{"In.4i@}>n>>z>,3,NN,668.17,1,,indians
indicate,8,22492,8.33,"In.4@.ket,7,3,{indic--ate},{"In.4@.k--et},2,VB,682,0.94,,indicate
indicates,9,13038,5.43,"In.4@.kets,8,3,{indic--ate}>s>,{"In.4@.k--et}>s>,3,VB,682.3,0.97,,indicates
indices,7,1852,0.04,"In.4@.siz,7,3,{indic--es},{"In.4@.s--iz},2,NN,978.52,0.64,,indices
indict,6,191,0.88,In.d"aIt,5,2,{indict},{In.d"aIt},1,VB,832.75,0.71,,indict
indicted,8,1339,1.88,In.d"aI4.@d,7,3,{indict}>ed>,{In.d"aI4}.>@d>,2,VB,804.93,0.97,,indicted
indictment,10,1419,2.47,In.d"aIt.m@nt,9,3,{indict}>ment>,{In.d"aIt}.>m@nt>,2,NN,901.39,0.94,,indictment
indictments,11,422,0.43,In.d"aIt.m@nts,10,3,{indict}>ment>>s>,{In.d"aIt}.>m@nt>>s>,3,NN,862.03,0.94,,indictments
Indies,6,2047,0.04,"In.4iz,5,2,{indies},{"In.4iz},1,NN,746.33,0.94,,indies
indifference,12,798,1.08,In.d"I.fr@ns,9,3,{in--differ--ence},{In-.-d"I.fr--@ns},3,NN,968.74,0.87,,indifference
indifferent,11,946,1.14,In.d"I.fr@nt,9,3,{in--differ--ent},{In-.-d"I.fr--@nt},3,JJ,762.41,0.97,,indifferent
indigent,8,213,0.47,"In.4I.dZ@nt,8,3,{indig--ent},{"In.4I.dZ--@nt},2,JJ,840.19,0.93,,indigent
indignant,9,368,0.45,In.d"Ig.n@nt,9,3,{in--dign--ant},{In-.-d"Ig.n--@nt},3,JJ,826.89,0.82,,indignant
indigo,6,2671,0.31,"In.4I.go,6,3,{indigo},{"In.4I.go},1,NN,762.94,1,,indigo
indirect,8,2835,0.41,%In.d@.r"Ekt,8,3,<in<{direct},<%In<.{d@.r"Ekt},2,JJ,802,0.91,,indirect
indiscreet,10,71,0.49,%In.dI.skr"it,9,3,<in<{discreet},<%In<.{dI.skr"it},2,JJ,951.23,0.69,,indiscreet
indisposed,10,33,1.1,%In.dI.sp"ozd,9,3,<in<{dis--pose}>ed>,<%In<.{dI.s--p"oz}>d>,4,JJ,935.52,0.81,,indisposed
indolence,9,22,0.02,"In.4@.l@ns,8,3,{indol--ence},{"In.4@.l--@ns},2,NN,786.04,0.77,,indolence
indistinct,10,127,4.94,%In.dI.st"INkt,10,3,<in<{distinct},<%In<.{dI.st"INkt},2,JJ,1067.4,0.94,,indistinct
induces,7,458,0.33,In.d"us.@z,7,3,{in--duce}>s>,{In-.-d"us}.>@z>,3,VB,700.2,0.94,,induces
indolent,8,65,0.08,"In.4@.l@nt,8,3,{indol--ent},{"In.4@.l--@nt},2,JJ,749.71,0.53,,indolent
indoor,6,3489,1.33,"In.d%Or,5,2,{in}{door},{"In}.{d%Or},2,JJ,656.09,0.97,,indoor
indoors,7,1604,2.47,%In.d"Orz,6,2,{in}{door}>s>,{%In}.{d"Or}>z>,3,NN,597.88,1,,indoors
inexpert,8,23,0.02,In."Ek.sp3`t,8,3,<in<{expert},<In<.{"Ek.sp3`t},2,JJ,947.41,0.55,,inexpert
infamous,8,3963,2.24,"In.f@.m@s,7,3,{in--fam--ous},{"In-.-f@.m--@s},3,JJ,729.42,0.94,,infamous
induce,6,1687,1.61,In.d"us,5,2,{in--duce},{In-.-d"us},2,VB,666.76,0.97,,induce
induced,7,2635,1.24,In.d"ust,6,2,{in--duce}>ed>,{In-.-d"us}>t>,3,VB,724.85,1,,induced
inducement,10,105,0.25,In.d"us.m@nt,9,3,{in--duce}>ment>,{In-.-d"us}.>m@nt>,3,NN,870.16,0.78,,inducement
inducements,11,51,0.14,In.d"us.m@nts,10,3,{in--duce}>ment>>s>,{In-.-d"us}.>m@nt>>s>,4,NN,1019.57,0.82,,inducements
inducing,8,625,0.31,In.d"us.IN,7,3,{in--duce}>ing>,{In-.-d"us}.>IN>,3,VB,792.61,0.97,,inducing
induct,6,44,0.06,In.d"Vkt,6,2,{in--duct},{In-.-d"Vkt},2,VB,699.43,0.88,,induct
inducted,8,234,0.24,In.d"Vkt.@d,8,3,{in--duct}>ed>,{In-.-d"Vkt}.>@d>,3,VB,783.18,1,,inducted
induction,9,1872,0.73,In.d"Vk.Sn=,7,3,{in--duct}>ion>,{In-.-d"Vk.S$}>n=>,3,NN,796.2,0.91,,induction
inductions,10,41,0.02,In.d"Vk.Sn=z,8,3,{in--duct}>ion>>s>,{In-.-d"Vk.S$}>n=>>z>,4,NN,897.97,0.94,,inductions
inductive,9,554,0.04,In.d"Vkt.Iv,8,3,{in--duct}>ive>,{In-.-d"Vkt}.>Iv>,3,JJ,766.09,0.97,,inductive
indulge,7,1490,2.88,In.d"VldZ,6,2,{indulge},{In.d"VldZ},1,VB,697.76,1,,indulge
indulged,8,271,0.49,In.d"VldZd,7,2,{indulge}>ed>,{In.d"VldZ}>d>,2,VB,799.09,0.94,,indulged
indulgence,10,400,0.96,In.d"VldZ.@ns,9,3,{indulge}>ence>,{In.d"VldZ}.>@ns>,2,NN,724.72,0.94,,indulgence
indulgent,9,165,0.39,In.d"VldZ.@nt,9,3,{indulge}>ent>,{In.d"VldZ}.>@nt>,2,JJ,779.41,1,,indulgent
indulging,9,539,0.75,In.d"VldZ.IN,8,3,{indulge}>ing>,{In.d"VldZ}.>IN>,2,VB,820.71,0.89,,indulging
industrial,10,19750,4.57,In.d"V.stri@l,10,3,{industry}>al>,{In.d"V.stri$}>@l>,2,JJ,707.24,0.97,,industrial
industries,10,10431,0.88,"In.4@.striz,9,3,{industry}>s>,{"In.4@.stri}>z>,2,NN,749.32,1,,industries
industrious,11,193,0.33,In.d"V.stri@s,10,3,{industry}>ous>,{In.d"V.stri$}>@s>,2,JJ,996.03,0.97,,industrious
industry,8,56926,11.69,"In.4@.stri,8,3,{industry},{"In.4@.stri},1,NN,617.97,1,,industry
inexact,7,157,0.12,%In.Ig.z"akt,8,3,<in<{exact},<%In<.{Ig.z"akt},2,JJ,764.88,0.81,,inexact
inept,5,1017,0.84,I.n"Ept,5,2,{in--ept},{I.n--"Ept},2,JJ,797,0.76,,inept
ineptly,7,34,0.02,I.n"Ept.li,7,3,{in--ept}>ly>,{I.n--"Ept}.>li>,3,RB,1067.94,0.5,,ineptly
ineptness,9,74,0.02,I.n"Ept.n@s,8,3,{in--ept}>ness>,{I.n--"Ept}.>n@s>,3,NN,807.78,0.55,,ineptness
inert,5,622,0.35,I.n"3`t,4,2,{in--ert},{I.n--"3`t},2,JJ|NN,724.53,0.86,,inert
inertia,7,1241,0.61,I.n"3`.S@,5,3,{in--ert--ia},{I.n--"3`.S--@},3,NN,831.2,0.88,,inertia
inertial,8,827,0.31,I.n"3`.Sl=,5,3,{in--ert--ia}>al>,{I.n--"3`.S--}>l=>,3,JJ,805.63,0.25,,inertial
infamy,6,216,0.43,"In.f@.mi,6,3,{in--fam--y},{"In-.-f@.m--i},3,NN,916.12,0.79,,infamy
infancy,7,805,0.35,"In.f@n.si,7,3,{inf--ancy},{"In.f--@n.si},2,NN,671.94,1,,infancy
infant,6,9248,4.22,"In.f@nt,6,2,{inf--ant},{"In.f--@nt},2,NN|JJ,594.97,0.97,,infant
infantile,9,522,0.75,"In.f@nt.aIl,8,3,{inf--ant}>ile>,{"In.f--@nt}.>aIl>,3,JJ|NN,865.52,0.77,,infantile
infantry,8,3829,2.82,"In.f@n.tri,8,3,{infantry},{"In.f@n.tri},1,NN,903.93,0.85,,infantry
infants,7,2193,1.24,"In.f@nts,7,2,{inf--ant}>s>,{"In.f--@nt}>s>,3,NN,618.56,1,,infants
infarct,7,17,0.04,In"fArkt,7,2,NULL,NULL,NULL,NN,931.33,0.18,,infarct
infarction,10,79,0.27,In"fArkS@n,9,3,NULL,NULL,NULL,NN,961.35,0.55,,infarction
infect,6,1088,1.22,In.f"Ekt,6,2,{in--fect},{In-.-f"Ekt},2,VB,643.52,0.97,,infect
infected,8,5077,8.27,In.f"Ekt.@d,8,3,{in--fect}>ed>,{In-.-f"Ekt}.>@d>,3,VB|JJ,671.5,0.94,,infected
infection,9,9019,8.75,In.f"Ek.Sn=,7,3,{in--fect}>ion>,{In-.-f"Ek.S$}>n=>,3,NN,712.1,0.97,,infection
infections,10,2928,0.92,In.f"Ek.Sn=z,8,3,{in--fect}>ion>>s>,{In-.-f"Ek.S$}>n=>>z>,4,NN,708.43,0.94,,infections
infectious,10,1514,1.27,In.f"Ek.S@s,8,3,{in--fect}>ious>,{In-.-f"Ek.S$}>@s>,3,JJ,737.09,0.97,,infectious
infer,5,1469,0.57,In.f"3`,4,2,{in--fer},{In-.-f"3`},2,VB,802.52,0.88,,infer
inference,9,1807,0.24,"In.f@`.@ns,7,3,{in--fer}>ence>,{"In-.-f@`$}.>@ns>,3,NN,756.31,0.88,,inference
inferior,8,5490,3.06,In.f"I.ri@`,7,3,{inferior},{In.f"I.ri@`},1,JJ,716,0.97,,inferior
infernal,8,3102,1.18,In.f"3`.nl=,6,3,{infern--al},{In.f"3`.n--l=},2,JJ,886.58,0.66,,infernal
inferno,7,2647,0.92,In.f"3`.no,6,3,{infern--o},{In.f"3`.n--o},2,NN,761.77,0.89,,inferno
inferred,8,772,0.16,In.f"3`d,5,2,{in--fer}>ed>,{In-.-f"3`}>d>,3,VB,701.34,0.94,,inferred
infertile,9,350,0.27,In.f"3`.4l=,6,3,<in<{fertile},<In<.{f"3`.4l=},2,JJ,761.41,0.88,,infertile
infest,6,132,0.27,In.f"Est,6,2,{infest},{In.f"Est},1,VB,758.47,0.97,,infest
infested,8,587,0.94,In.f"Est.@d,8,3,{infest}>ed>,{In.f"Est}.>@d>,2,VB|JJ,746.45,0.94,,infested
infidel,7,267,1.08,"In.fI.4l=,6,3,{in--fidel},{"In-.-fI.4l=},2,JJ|NN,936,0.73,,infidel
infidels,8,280,0.43,"In.fI.4l=z,7,3,{in--fidel}>s>,{"In-.-fI.4l=}>z>,3,NN,870.14,0.64,,infidels
infield,7,295,0.47,"In.f%ild,6,2,{in}{field},{"In}.{f%ild},2,NN,825.32,0.88,,infield
infielder,9,43,0.04,"In.f%ild.@`,7,3,{in}{field}>er>,{"In}.{f%ild}.>@`>,3,NN,823.13,0.68,,infielder
infighting,10,265,0.24,"In.f%aI4.IN,7,3,{in}{fight}>ing>,{"In}.{f%aI4}.>IN>,3,VB|NN,952.24,0.63,,infighting
infiltrate,10,468,1.67,In.f"Il.tret,9,3,<in<{filtr--ate},<In<.{f"Il.tr--et},3,VB,819.39,0.9,,infiltrate
infinite,8,11736,3.49,"In.f@.n@t,7,3,{in--fin--ite},{"In-.-f@.n--@t},3,JJ|NN,722.97,1,,infinite
infirm,6,139,0.29,In.f"3`m,5,2,<in<{firm},<In<.{f"3`m},2,JJ,844.08,0.75,,infirm
inflame,7,145,0.25,In.fl"em,6,2,<in<{flame},<In<.{fl"em},2,VB,765.76,1,,inflame
inflamed,8,380,0.65,In.fl"emd,7,2,<in<{flame}>ed>,<In<.{fl"em}>d>,3,JJ|VB,744.12,1,,inflamed
inflate,7,609,0.49,In.fl"et,6,2,{in--flate},{In-.-fl"et},2,VB,733,0.94,,inflate
inflated,8,1528,0.51,In.fl"e4.@d,8,3,{in--flate}>ed>,{In-.-fl"e4}.>@d>,3,JJ|VB,725.39,0.94,,inflated
inflation,9,7076,1.04,In.fl"e.Sn=,7,3,{in--flate}>ion>,{In-.-fl"e.S$}>n=>,3,NN,828.97,0.91,,inflation
inflect,7,23,0.02,In.fl"Ekt,7,2,{in--flect},{In-.-fl"Ekt},2,VB,757.88,0.84,,inflect
inflection,10,198,0.18,In.fl"Ek.Sn=,8,3,{in--flect}>ion>,{In-.-fl"Ek.S$}>n=>,3,NN,806.23,0.81,,inflection
inflections,11,118,0.1,In.fl"Ek.Sn=z,9,3,{in--flect}>ion>>s>,{In-.-fl"Ek.S$}>n=>>z>,4,NN,955.31,0.79,,inflections
inflict,7,1204,1.35,In.fl"Ikt,7,2,{in--flict},{In-.-fl"Ikt},2,VB,718.42,0.94,,inflict
inflicted,9,1423,1.43,In.fl"Ikt.@d,9,3,{in--flict}>ed>,{In-.-fl"Ikt}.>@d>,3,VB,792.19,0.94,,inflicted
inflicting,10,560,0.47,In.fl"Ikt.IN,9,3,{in--flict}>ing>,{In-.-fl"Ikt}.>IN>,3,VB,816.29,0.9,,inflicting
infliction,10,200,0.27,In.fl"Ik.Sn=,8,3,{in--flict}>ion>,{In-.-fl"Ik.S$}>n=>,3,NN,810.1,0.94,,infliction
